"Town","FIPS","Year","Entry","Rank","Variable","Measure Type","Value"
"East Hampton","0900722490",2016,"Skyline Estates LLC",4,"Percent of Total Grand List","Percent",0.2
"East Hampton","0900722490",2016,"East High Street Realty LLC",5,"Percent of Total Grand List","Percent",0.2
"East Hampton","0900722490",2016,"Global Self Storage LLC",6,"Percent of Total Grand List","Percent",0.18
"East Hampton","0900722490",2016,"Rechovos Coropration",7,"Percent of Total Grand List","Percent",0.17
"East Hampton","0900722490",2016,"Edward Jackowitz/American Distilling",8,"Percent of Total Grand List","Percent",0.19
"East Hampton","0900722490",2016,"Pauls & Sandys Too Inc",9,"Percent of Total Grand List","Percent",0.18
"East Hampton","0900722490",2016,"Z Inc",10,"Percent of Total Grand List","Percent",0.15
"East Hartford","0900322630",2014,"United Technologies Corp",1,"Grand List Value","Number",367801430
"East Hartford","0900322630",2014,"Goodwin College",2,"Grand List Value","Number",114399445
"East Hartford","0900322630",2014,"Fremont Group",3,"Grand List Value","Number",44521218
"East Hartford","0900322630",2014,"Connecticut Light & Power",4,"Grand List Value","Number",33159880
"East Hartford","0900322630",2014,"Coca Cola Bottling Co",5,"Grand List Value","Number",30807830
"East Hartford","0900322630",2014,"Merchant Group",6,"Grand List Value","Number",26215938
"East Hartford","0900322630",2014,"Connecticut Natural Gas Corp",7,"Grand List Value","Number",25815230
"East Hartford","0900322630",2014,"Cabela's Inc.",8,"Grand List Value","Number",24847540
"East Hartford","0900322630",2014,"Ansonia Acquistions LLC",9,"Grand List Value","Number",22019360
"East Hartford","0900322630",2014,"East Hartford Founders LLC",10,"Grand List Value","Number",13020000
"East Hartford","0900322630",2014,"United Technologies Corp",1,"Percent of Net Grand List","Percent",13.66
"East Hartford","0900322630",2014,"Goodwin College",2,"Percent of Net Grand List","Percent",4.25
"East Hartford","0900322630",2014,"Fremont Group",3,"Percent of Net Grand List","Percent",1.65
"East Hartford","0900322630",2014,"Connecticut Light & Power",4,"Percent of Net Grand List","Percent",1.23
"East Hartford","0900322630",2014,"Coca Cola Bottling Co",5,"Percent of Net Grand List","Percent",1.14
"East Hartford","0900322630",2014,"Merchant Group",6,"Percent of Net Grand List","Percent",0.97
"East Hartford","0900322630",2014,"Connecticut Natural Gas Corp",7,"Percent of Net Grand List","Percent",0.96
"East Hartford","0900322630",2014,"Cabela's Inc.",8,"Percent of Net Grand List","Percent",0.92
"East Hartford","0900322630",2014,"Ansonia Acquistions LLC",9,"Percent of Net Grand List","Percent",0.82
"East Hartford","0900322630",2014,"East Hartford Founders LLC",10,"Percent of Net Grand List","Percent",0.48
"East Hartford","0900322630",2014,"United Technologies Corp",1,"Percent of Top 10 Total Grand List","Percent",52.35
"East Hartford","0900322630",2014,"Goodwin College",2,"Percent of Top 10 Total Grand List","Percent",16.28
"East Hartford","0900322630",2014,"Fremont Group",3,"Percent of Top 10 Total Grand List","Percent",6.34
"East Hartford","0900322630",2014,"Connecticut Light & Power",4,"Percent of Top 10 Total Grand List","Percent",4.72
"East Hartford","0900322630",2014,"Coca Cola Bottling Co",5,"Percent of Top 10 Total Grand List","Percent",4.38
"East Hartford","0900322630",2014,"Merchant Group",6,"Percent of Top 10 Total Grand List","Percent",3.73
"East Hartford","0900322630",2014,"Connecticut Natural Gas Corp",7,"Percent of Top 10 Total Grand List","Percent",3.67
"East Hartford","0900322630",2014,"Cabela's Inc.",8,"Percent of Top 10 Total Grand List","Percent",3.54
"East Hartford","0900322630",2014,"Ansonia Acquistions LLC",9,"Percent of Top 10 Total Grand List","Percent",3.13
"East Hartford","0900322630",2014,"East Hartford Founders LLC",10,"Percent of Top 10 Total Grand List","Percent",1.85
"East Hartford","0900322630",2014,"United Technologies Corp",1,"Percent of Total Grand List","Percent",12.27
"East Hartford","0900322630",2014,"Goodwin College",2,"Percent of Total Grand List","Percent",3.82
"East Hartford","0900322630",2014,"Fremont Group",3,"Percent of Total Grand List","Percent",1.49
"East Hartford","0900322630",2014,"Connecticut Light & Power",4,"Percent of Total Grand List","Percent",1.11
"East Hartford","0900322630",2014,"Coca Cola Bottling Co",5,"Percent of Total Grand List","Percent",1.03
"East Hartford","0900322630",2014,"Merchant Group",6,"Percent of Total Grand List","Percent",0.87
"East Hartford","0900322630",2014,"Connecticut Natural Gas Corp",7,"Percent of Total Grand List","Percent",0.86
"East Hartford","0900322630",2014,"Cabela's Inc.",8,"Percent of Total Grand List","Percent",0.83
"East Hartford","0900322630",2014,"Ansonia Acquistions LLC",9,"Percent of Total Grand List","Percent",0.73
"East Hartford","0900322630",2014,"East Hartford Founders LLC",10,"Percent of Total Grand List","Percent",0.43
"East Haven","0900922910",2016,"Vigliotti Owned Properties",1,"Grand List Value","Number",27627330
"East Haven","0900922910",2016,"LJG Trolley Square LLC",2,"Grand List Value","Number",15056490
"East Haven","0900922910",2016,"Nutmeg Woods Apt Properties",3,"Grand List Value","Number",14975940
"East Haven","0900922910",2016,"PAR Mill Street LLC",4,"Grand List Value","Number",14679940
"East Haven","0900922910",2016,"Benchmark GPT",5,"Grand List Value","Number",14369100
"East Haven","0900922910",2016,"Schaffer Owned Properties",6,"Grand List Value","Number",14011930
"East Haven","0900922910",2016,"United Illuminating",7,"Grand List Value","Number",13049200
"East Haven","0900922910",2016,"Rossano Owned Properties",8,"Grand List Value","Number",11304830
"East Haven","0900922910",2016,"Home Depot",9,"Grand List Value","Number",11100040
"East Haven","0900922910",2016,"Fox Haven Plaza",10,"Grand List Value","Number",10524930
"East Haven","0900922910",2016,"Vigliotti Owned Properties",1,"Percent of Net Grand List","Percent",1.41
"East Haven","0900922910",2016,"LJG Trolley Square LLC",2,"Percent of Net Grand List","Percent",0.77
"East Haven","0900922910",2016,"Nutmeg Woods Apt Properties",3,"Percent of Net Grand List","Percent",0.76
"East Haven","0900922910",2016,"PAR Mill Street LLC",4,"Percent of Net Grand List","Percent",0.75
"East Haven","0900922910",2016,"Benchmark GPT",5,"Percent of Net Grand List","Percent",0.73
"East Haven","0900922910",2016,"Schaffer Owned Properties",6,"Percent of Net Grand List","Percent",0.71
"East Haven","0900922910",2016,"United Illuminating",7,"Percent of Net Grand List","Percent",0.67
"East Haven","0900922910",2016,"Rossano Owned Properties",8,"Percent of Net Grand List","Percent",0.58
"East Haven","0900922910",2016,"Home Depot",9,"Percent of Net Grand List","Percent",0.57
"East Haven","0900922910",2016,"Fox Haven Plaza",10,"Percent of Net Grand List","Percent",0.54
"East Haven","0900922910",2016,"Vigliotti Owned Properties",1,"Percent of Top 10 Total Grand List","Percent",18.83
"East Haven","0900922910",2016,"LJG Trolley Square LLC",2,"Percent of Top 10 Total Grand List","Percent",10.26
"East Haven","0900922910",2016,"Nutmeg Woods Apt Properties",3,"Percent of Top 10 Total Grand List","Percent",10.21
"East Haven","0900922910",2016,"PAR Mill Street LLC",4,"Percent of Top 10 Total Grand List","Percent",10.01
"East Haven","0900922910",2016,"Benchmark GPT",5,"Percent of Top 10 Total Grand List","Percent",9.79
"East Haven","0900922910",2016,"Schaffer Owned Properties",6,"Percent of Top 10 Total Grand List","Percent",9.55
"East Haven","0900922910",2016,"United Illuminating",7,"Percent of Top 10 Total Grand List","Percent",8.9
"East Haven","0900922910",2016,"Rossano Owned Properties",8,"Percent of Top 10 Total Grand List","Percent",7.71
"East Haven","0900922910",2016,"Home Depot",9,"Percent of Top 10 Total Grand List","Percent",7.57
"East Haven","0900922910",2016,"Fox Haven Plaza",10,"Percent of Top 10 Total Grand List","Percent",7.17
"East Haven","0900922910",2016,"Vigliotti Owned Properties",1,"Percent of Total Grand List","Percent",1.41
"East Haven","0900922910",2016,"LJG Trolley Square LLC",2,"Percent of Total Grand List","Percent",0.77
"East Haven","0900922910",2016,"Nutmeg Woods Apt Properties",3,"Percent of Total Grand List","Percent",0.76
"East Haven","0900922910",2016,"PAR Mill Street LLC",4,"Percent of Total Grand List","Percent",0.75
"East Haven","0900922910",2016,"Benchmark GPT",5,"Percent of Total Grand List","Percent",0.73
"East Haven","0900922910",2016,"Schaffer Owned Properties",6,"Percent of Total Grand List","Percent",0.71
"East Haven","0900922910",2016,"United Illuminating",7,"Percent of Total Grand List","Percent",0.66
"East Haven","0900922910",2016,"Rossano Owned Properties",8,"Percent of Total Grand List","Percent",0.58
"East Haven","0900922910",2016,"Home Depot",9,"Percent of Total Grand List","Percent",0.57
"East Haven","0900922910",2016,"Fox Haven Plaza",10,"Percent of Total Grand List","Percent",0.54
"East Lyme","0901123400",2016,"GDEL Residental LLC",1,"Grand List Value","Number",61889024
"East Lyme","0901123400",2016,"CT Light & Power",2,"Grand List Value","Number",47768048
"East Lyme","0901123400",2016,"417 Main Street, Niantic LLC",3,"Grand List Value","Number",26172484
"East Lyme","0901123400",2016,"L&L East Lyme LLC",4,"Grand List Value","Number",22891738
"East Lyme","0901123400",2016,"GRE 314 East Lyme LLC",5,"Grand List Value","Number",18332872
"East Lyme","0901123400",2016,"Mitchell Trust LLC",6,"Grand List Value","Number",13617590
"East Lyme","0901123400",2016,"GPF Flanders Plaza LLC",7,"Grand List Value","Number",11093936
"East Lyme","0901123400",2016,"JV Hope Street LLC",8,"Grand List Value","Number",10463936
"East Lyme","0901123400",2016,"SMV Niantic LLC",9,"Grand List Value","Number",9949996
"East Lyme","0901123400",2016,"ALY Limited Liability Co",10,"Grand List Value","Number",6745760
"East Lyme","0901123400",2016,"GDEL Residental LLC",1,"Percent of Net Grand List","Percent",2.88
"East Lyme","0901123400",2016,"CT Light & Power",2,"Percent of Net Grand List","Percent",2.22
"East Lyme","0901123400",2016,"417 Main Street, Niantic LLC",3,"Percent of Net Grand List","Percent",1.22
"East Lyme","0901123400",2016,"L&L East Lyme LLC",4,"Percent of Net Grand List","Percent",1.06
"East Lyme","0901123400",2016,"GRE 314 East Lyme LLC",5,"Percent of Net Grand List","Percent",0.85
"East Lyme","0901123400",2016,"Mitchell Trust LLC",6,"Percent of Net Grand List","Percent",0.63
"East Lyme","0901123400",2016,"GPF Flanders Plaza LLC",7,"Percent of Net Grand List","Percent",0.52
"East Lyme","0901123400",2016,"JV Hope Street LLC",8,"Percent of Net Grand List","Percent",0.49
"East Lyme","0901123400",2016,"SMV Niantic LLC",9,"Percent of Net Grand List","Percent",0.46
"East Lyme","0901123400",2016,"ALY Limited Liability Co",10,"Percent of Net Grand List","Percent",0.31
"East Lyme","0901123400",2016,"GDEL Residental LLC",1,"Percent of Top 10 Total Grand List","Percent",27.03
"East Lyme","0901123400",2016,"CT Light & Power",2,"Percent of Top 10 Total Grand List","Percent",20.87
"East Lyme","0901123400",2016,"417 Main Street, Niantic LLC",3,"Percent of Top 10 Total Grand List","Percent",11.43
"East Lyme","0901123400",2016,"L&L East Lyme LLC",4,"Percent of Top 10 Total Grand List","Percent",10
"East Lyme","0901123400",2016,"GRE 314 East Lyme LLC",5,"Percent of Top 10 Total Grand List","Percent",8.01
"East Lyme","0901123400",2016,"Mitchell Trust LLC",6,"Percent of Top 10 Total Grand List","Percent",5.95
"East Lyme","0901123400",2016,"GPF Flanders Plaza LLC",7,"Percent of Top 10 Total Grand List","Percent",4.85
"East Lyme","0901123400",2016,"JV Hope Street LLC",8,"Percent of Top 10 Total Grand List","Percent",4.57
"East Lyme","0901123400",2016,"SMV Niantic LLC",9,"Percent of Top 10 Total Grand List","Percent",4.35
"East Lyme","0901123400",2016,"ALY Limited Liability Co",10,"Percent of Top 10 Total Grand List","Percent",2.95
"East Lyme","0901123400",2016,"GDEL Residental LLC",1,"Percent of Total Grand List","Percent",2.86
"East Lyme","0901123400",2016,"CT Light & Power",2,"Percent of Total Grand List","Percent",2.21
"East Lyme","0901123400",2016,"417 Main Street, Niantic LLC",3,"Percent of Total Grand List","Percent",1.21
"East Lyme","0901123400",2016,"L&L East Lyme LLC",4,"Percent of Total Grand List","Percent",1.06
"East Lyme","0901123400",2016,"GRE 314 East Lyme LLC",5,"Percent of Total Grand List","Percent",0.85
"East Lyme","0901123400",2016,"Mitchell Trust LLC",6,"Percent of Total Grand List","Percent",0.63
"East Lyme","0901123400",2016,"GPF Flanders Plaza LLC",7,"Percent of Total Grand List","Percent",0.51
"East Lyme","0901123400",2016,"JV Hope Street LLC",8,"Percent of Total Grand List","Percent",0.48
"East Lyme","0901123400",2016,"SMV Niantic LLC",9,"Percent of Total Grand List","Percent",0.46
"East Lyme","0901123400",2016,"ALY Limited Liability Co",10,"Percent of Total Grand List","Percent",0.31
"Easton","0900123890",2016,"Aquarion Water Co. of CT",1,"Grand List Value","Number",32992990
"Easton","0900123890",2016,"The Connecticut Golf Club",2,"Grand List Value","Number",5321200
"Easton","0900123890",2016,"Aquarion Water Co.of CT",3,"Grand List Value","Number",5274180
"Easton","0900123890",2016,"United Illuminating Company",4,"Grand List Value","Number",3572340
"Easton","0900123890",2016,"Financial Ser Veh Trust",5,"Grand List Value","Number",2510623
"Easton","0900123890",2016,"Toyota Lease Trust",6,"Grand List Value","Number",2215280
"Easton","0900123890",2016,"Adirondack",7,"Grand List Value","Number",2166180
"Easton","0900123890",2016,"Daimler Trust",8,"Grand List Value","Number",1773630
"Easton","0900123890",2016,"Malik ASIF",9,"Grand List Value","Number",1646270
"Easton","0900123890",2016,"Gilberties Land Company LLC",10,"Grand List Value","Number",1634240
"Easton","0900123890",2016,"Aquarion Water Co. of CT",1,"Percent of Net Grand List","Percent",2.58
"Easton","0900123890",2016,"The Connecticut Golf Club",2,"Percent of Net Grand List","Percent",0.42
"Easton","0900123890",2016,"Aquarion Water Co.of CT",3,"Percent of Net Grand List","Percent",0.41
"Easton","0900123890",2016,"United Illuminating Company",4,"Percent of Net Grand List","Percent",0.28
"Easton","0900123890",2016,"Financial Ser Veh Trust",5,"Percent of Net Grand List","Percent",0.2
"Easton","0900123890",2016,"Toyota Lease Trust",6,"Percent of Net Grand List","Percent",0.17
"Easton","0900123890",2016,"Adirondack",7,"Percent of Net Grand List","Percent",0.17
"Easton","0900123890",2016,"Daimler Trust",8,"Percent of Net Grand List","Percent",0.14
"Easton","0900123890",2016,"Malik ASIF",9,"Percent of Net Grand List","Percent",0.13
"Easton","0900123890",2016,"Gilberties Land Company LLC",10,"Percent of Net Grand List","Percent",0.13
"Easton","0900123890",2016,"Aquarion Water Co. of CT",1,"Percent of Top 10 Total Grand List","Percent",55.82
"Easton","0900123890",2016,"The Connecticut Golf Club",2,"Percent of Top 10 Total Grand List","Percent",9
"Easton","0900123890",2016,"Aquarion Water Co.of CT",3,"Percent of Top 10 Total Grand List","Percent",8.92
"Easton","0900123890",2016,"United Illuminating Company",4,"Percent of Top 10 Total Grand List","Percent",6.04
"Easton","0900123890",2016,"Financial Ser Veh Trust",5,"Percent of Top 10 Total Grand List","Percent",4.25
"Easton","0900123890",2016,"Toyota Lease Trust",6,"Percent of Top 10 Total Grand List","Percent",3.75
"Easton","0900123890",2016,"Adirondack",7,"Percent of Top 10 Total Grand List","Percent",3.66
"Easton","0900123890",2016,"Daimler Trust",8,"Percent of Top 10 Total Grand List","Percent",3
"Easton","0900123890",2016,"Malik ASIF",9,"Percent of Top 10 Total Grand List","Percent",2.79
"Easton","0900123890",2016,"Gilberties Land Company LLC",10,"Percent of Top 10 Total Grand List","Percent",2.76
"Easton","0900123890",2016,"Aquarion Water Co. of CT",1,"Percent of Total Grand List","Percent",2.41
"Easton","0900123890",2016,"The Connecticut Golf Club",2,"Percent of Total Grand List","Percent",0.39
"Easton","0900123890",2016,"Aquarion Water Co.of CT",3,"Percent of Total Grand List","Percent",0.39
"Easton","0900123890",2016,"United Illuminating Company",4,"Percent of Total Grand List","Percent",0.26
"Easton","0900123890",2016,"Financial Ser Veh Trust",5,"Percent of Total Grand List","Percent",0.18
"Easton","0900123890",2016,"Toyota Lease Trust",6,"Percent of Total Grand List","Percent",0.16
"Easton","0900123890",2016,"Adirondack",7,"Percent of Total Grand List","Percent",0.16
"Easton","0900123890",2016,"Daimler Trust",8,"Percent of Total Grand List","Percent",0.13
